forma,Color,Numero de paredes,Conexión hifal,Reacción con Melzer,Textura,Nombre cientifico,genero,familia,Pais,vegetacion,habitat,Localidad,Información de la especie,Particularidad,tam_min,tam_max,tam_promedio,forma_std,forma_token,espora_cilindrica,espora_clavada,espora_elipsoide,espora_fusiforme,espora_globosa,espora_irregular,espora_oblonga,espora_ovoide,espora_piriforme,espora_reniforme,espora_subglobosa,espora_triangular,color_token,color_amarillo,color_ambar,color_blanco,color_crema,color_dorado,color_gris,color_hialino,color_marron,color_miel,color_naranja,color_negro,color_ocre,color_rojo,color_sin_reporte,color_verdoso,conexion_token,textura_tokens,tex_sup_alveolada,tex_sup_aspera,tex_sup_foveolada,tex_sup_granular,tex_sup_laberintiforme,tex_sup_lisa,tex_sup_ornamentada,tex_sup_perforada,tex_sup_reticulada,tex_sup_rugosa,tex_sup_scrobiculada,tex_sup_verrugosa,tex_est_estratificada,tex_est_laminada,tex_est_membranosa,tex_est_subcapas,tex_est_sublaminada,tex_cons_delgada,tex_cons_evanescente,tex_cons_flexible,tex_cons_fragil,tex_cons_gruesa,tex_cons_mucilaginosa,tex_cons_quebradiza,tex_cons_rigida,tex_cons_semiflexible,tex_cons_suave,tex_orn_crestas,tex_orn_depresiones,tex_orn_espinas,tex_orn_estrias,tex_orn_hoyos,tex_orn_papilas,tex_orn_protuberancias,tex_orn_proyecciones,tex_orn_pustulas,tex_orn_reticulo,tex_orn_verrugas,melzer_negativo,melzer_positivo,melzer_ninguna,melzer_paredes_internas,melzer_sin_reporte
globosa a subglobosa,amarillo blanquecino a marron claro,3.0,espora formada desde el cuello del saculo esporifero sin hifa subtendente dejando una cicatriz pequena,positivo,lisa a finamente rugosa,Acaulospora reducta,Acaulospora,Acaulosporaceae,Estados Unidos; Europa,Gramíneas y plantas herbáceas,Suelos rizosféricos; ambientes naturales y agrícolas,diversas localidades,esporas pequenas a medianas y pared trilaminar simple,se caracteriza por esporas relativamente pequenas pared esporal reducida y ornamentacion poco conspicua de donde deriva el epiteto especifico,145.0,205.0,175.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['amarillo', 'marron']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['hifa_subtendente', 'saco_esporifero', 'saco_esporifero', 'cicatriz'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa', 'rugosa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
globosa a subglobosa,amarillo marron a marron amarillento,3.0,la conexion es a partir del saculo esporifero,positivo,foveada reticulada,Acaulospora herrerae,Acaulospora,Acaulosporaceae,Cuba,Pastos tropicales,Pastizales en suelo calcáreo,"Bayamo, Provincia de Granma",fue descrita por primera vez en suelos calcareos de cuba y en el noreste de brasil con una distribucion tropical en america central y del sur,a herrerae se distingue de otras especies de acaulospora por sus esporas con superficies picadas y ornamentacion irregular lo que facilita su identificacion bajo microscopio,70.0,112.0,91.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['amarillo', 'marron']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['saco_esporifero', 'saco_esporifero'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['reticulada'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
globosas a subglobosas raramente ovoides a irregulares,color amarillo a naranja intenso,3.0,esporas se forman lateralmente sobre el cuello de la hifa del saculo esporifero,positivo,perforaciones conicas regulares en la capa sw de la pared,Acaulospora alpina,Acaulospora,Acaulosporaceae,Suiza,pradera_alpina,alpino_montano,Alpes suizos,la especie ha sido reportada en pastos alpinos donde forma asociaciones simbioticas con especies como carex curvula y nardus stricta,presentea esporas con ornamentaciones caracteristicas que la diferencian de otras especies del genero,53.0,110.0,81.5,globosa,"['irregular', 'ovoide', 'subglobosa', 'globosa']",0,0,0,0,1,1,0,1,0,0,1,0,"['amarillo', 'naranja']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"{'estructura': ['saco_esporifero', 'saco_esporifero'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
globosas a subglobosas ocasionalmente elipsoides o irregulares,anaranjado marron a anaranjado marron oscuro,2.0,espora formada a partir del cuello del saculo esporifero dejando una cicatriz cicatrix amplia,positivo,superficie ornamentada con depresiones circulares foveada,Acaulospora kentinensis,Acaulospora,Acaulosporaceae,Taiwán; Cuba,Gramíneas y plantas herbáceas,Suelos rizosféricos; sistemas naturales y cultivados,Taiwán; Cuba,asociada molecularmente al genero acaulospora cicatriz proximal altamente visible,similar a otras especies de acaulosporaceae pero presentea robustez en la pared del cuello del saco esporifero y reaccion tardia en melzer,80.0,160.0,120.0,globosa,"['irregular', 'elipsoide', 'subglobosa', 'globosa']",0,0,1,0,1,1,0,0,0,0,1,0,"['naranja', 'marron']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"{'estructura': ['saco_esporifero', 'saco_esporifero', 'cicatriz', 'cicatriz'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['ornamentada'], 'estructura': [], 'consistencia': [], 'ornamentacion': ['depresiones']}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
globosa a subglobosa,amarillo palido a amarillo marron,3.0,cuello del saco con un grueso septo,sin reporte,granular con subcapas separable bajo presion,Acaulospora nicolsonii,Acaulospora,Acaulosporaceae,Reino Unido (Gran Bretaña),Pasto Barrón y Festuca rubra.,Dunas Costeras / Praderas,Kent (Inglaterra) / Escocia,asociado con zea mays presentea un saco granular colapsa al madurar,se distingue por tamano color y estructura subcelular de las esporas,90.0,140.0,115.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['amarillo', 'marron']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['granular'], 'estructura': ['subcapas'], 'consistencia': [], 'ornamentacion': []}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
globosas a subglobosas ocasionalmente ovoides,salmon a marron anaranjado,3.0,espora formada a partir del cuello del saculo esporifero dejando una cicatriz circular u ovoide,negativo,superficie lisa con capas adheridas y orbe de germinacion dificil de observar,Acaulospora laevis,Acaulospora,Acaulosporaceae,Polonia,temperate_forest,agricultural,"Jastarnia, Península de Hel",asociada con micorrizacion vesiculo arbuscular en agrostis stolonifera ammophila arenaria y juncus articulatus,similar a a koskeii pero no presentea reaccion dextrinoide en melzer en las mismas capas,140.0,240.0,190.0,globosa,"['ovoide', 'subglobosa', 'globosa']",0,0,0,0,1,0,0,1,0,0,1,0,"['naranja', 'marron']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"{'estructura': ['saco_esporifero', 'saco_esporifero', 'cicatriz'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosa a subglobosa ocasionalmente elipsoide,anaranjado marron a anaranjado marron oscuro amarillo a amarillo rojizo,2.0,espora formada a partir del cuello del saculo esporifero dejando una cicatriz circular u oval,positivo,superficie laminada con ornamentaciones redondas y agujeros irregulares,Acaulospora lacunosa,Acaulospora,Acaulosporaceae,"Polonia, EE. UU., Europa del Norte",Pasto nativo,Suelos ácidos perturbados / Dunas,"Virginia, Polonia, Europa del Norte",asociada con micorrizacion vesiculo arbuscular en diversas especies de plantas,se distingue por sus ornamentaciones irregulares y escasas en forma de agujeros comparada con otras especies ornamentadas se diferencia por el tamano y color de sus esporas,80.0,130.0,105.0,globosa,"['elipsoide', 'subglobosa', 'globosa']",0,0,1,0,1,0,0,0,0,0,1,0,"['naranja', 'marron', 'amarillo', 'rojo']",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"{'estructura': ['saco_esporifero', 'saco_esporifero', 'cicatriz'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
globosa subglobosa,hialino transparente a blanco opaco,2.0,asociada al saco esporifero,negativo,presentea pliegues en las laminas de sus capas,Archaeospora schenckii,Archaeospora,Archaeosporaceae,Colombia,"Yuca (Manihot esculenta), Pueraria phaseoloides (Kudzu), Pastos (Brachiaria)","Suelos ácidos tropicales y subtropicales (Sabanas, Laderas)",Carimagua (Meta) y Santander de Quilichao (Cauca),esporas desarrolladas dentro de un saco esporifero con cicatrices formadas cercanas al saco y una estructura subcelular de dos capas principales,dificil de distinguir de ar trappei y par occultum cuando el saco esporifero esta ausente,80.0,120.0,100.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['hialino', 'blanco']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"{'estructura': ['saco_esporifero'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosas a subglobosas,ocre a naranja marron,3.0,saco esporifero colapsa al madurar,positivo,superficie ornamentada con agujeros circulares o semicirculares separados uniformemente,Acaulospora excavata,Acaulospora,Acaulosporaceae,Costa de Marfil,oil_palm_crop,agricultural,Reserva Forestal Mopri,forma micorrizas vesiculo arbusculares con cultivos como vigna unguiculata y plantago lanceolata,agujeros distintivos en la pared de la espora unicos en tamano y separacion respecto a otras especies,120.0,200.0,160.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['ocre', 'naranja', 'marron']",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"{'estructura': ['saco_esporifero'], 'forma': [], 'septo': [], 'poro': [], 'extra': ['colapso']}","{'superficie': ['ornamentada'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
globosas a subglobosas elipsoides a reniformes,amarillo a marron oscuro,2.0,conexion continua con el cuello hifal del saco esporifero,positivo,superficie opaca con espinas amontonadas y reticulo ovalado sobrepuesto,Acaulospora elegans,Acaulospora,Acaulosporaceae,Estados Unidos,"ortigas, moras y árboles de Aliso",Bosque ribereño / Suelos sedimentarios,"Benton County, Oregon",similar a a bireticulata pero se distingue por su reticulo simple sobre espinas amontonadas,caracterizada por ornamentaciones con espinas de m de alto y un reticulo capado simple,150.0,330.0,240.0,globosa,"['elipsoide', 'reniforme', 'subglobosa', 'globosa']",0,0,1,0,1,0,0,0,0,1,1,0,"['amarillo', 'marron']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['saco_esporifero'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': [], 'ornamentacion': ['reticulo', 'espinas']}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
globosas a subglobosas,amarillo yema a marron claro,3.0,espora formada lateralmente desde un saculo esporifero,negativo,superficie laminada con hoyos uniformes separados por contornos de diversos anchos,Acaulospora cavernata,Acaulospora,Acaulosporaceae,Europa,riparian_forest,coastal_lowland,Norte de Europa,asociada con micorrizacion vesiculo arbuscular en raices de salix triandra y thuja occidentalis,presenta hoyos en la superficie de las esporas y una estructura subcelular con ocho capas diferenciandola de especies cercanas,110.0,170.0,140.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['amarillo', 'marron']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['saco_esporifero', 'saco_esporifero'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': ['hoyos']}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
globosa a subglobosa,naranja marron a marron oscuro,2.0,cicatriz circular u ovoide que queda de la conexion entre la espora y el cuello del saculo,positivo,lisa a ligeramente texturizada,Acaulospora colombiana,Acaulospora,Acaulosporaceae,sin reporte,Cultivos y plantas nativas tropicales (cerrados y bosques tropicales),"Suelos rizosféricos de plantas tropicales y cultivos (yuca, pastos y árboles nativos)",sin reporte,presentea afinidad molecular con acaulospora anteriormente considerada parte del genero kuklospora,espora acaulosporoide formada lateralmente a partir de un saculo esporifero quedando en la espora una cicatriz scar en lugar de una hifa subtendente funcional,100.0,140.0,120.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['naranja', 'marron']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"{'estructura': ['saco_esporifero', 'cicatriz'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
globosas a subglobosas,cafe oscuro rojizo anaranjado rojizo,3.0,espora formada a partir del saco esporifero,negativo,superficie lisa a debilmente irregular con capas gruesas,Acaulospora colossica,Acaulospora,Acaulosporaceae,Estados Unidos,Gramíneas y herbáceas de pastizal,Pradera/Pastizal,"Durham, Carolina del Norte",hongo micorrizico arbuscular asociado a pastizales templados,presentea las esporas mas grandes del genero acaulospora con paredes muy gruesas sin reaccion en melzer,279.0,380.0,329.5,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['marron', 'rojo', 'naranja']",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"{'estructura': ['saco_esporifero'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['gruesa'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosa subglobosa,hialina,3.0,hifa suspensora conectada a la espora,positivo,laminada con capas externas y flexibles,Glomus achrum,Glomus,Glomeraceae,Polonia,Gramíneas de duna,Dunas costeras,No reportada,esporas formadas en agregados compactos o sueltos con propiedades morfologicas y bioquimicas distintivas,reaccion intensa en melzer en las capas externas esporas mas pequenas comparadas con otras especies similares,70.0,480.0,275.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,['hialino'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['flexible'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
globosa subglobosa,amarillo pastel a cafe amarillento,3.0,hifa suspensora conectada a la espora,positivo,laminada con capas mucilaginosas y semiflexibles,Glomus aggregatum,Glomus,Glomeraceae,"Polonia, Norteamérica",Generalista / Pioneras,Dunas de arena / Suelos áridos,Varias regiones,esporas formadas en suelo en raices y en hifas extraradicales incluye formacion blastica interna,unica por producir esporas internas por proliferacion,40.0,150.0,95.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['amarillo', 'marron']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['semiflexible', 'mucilaginosa', 'flexible'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
globosa subglobosa,amarillo a anaranjado cafe,2.0,hifa suspensora cilindrica conectada a la espora ocluida o abierta,negativo,hialina y desintegrada con la edad,Glomus albidum,Glomus,Glomeraceae,No reportada,"Maíz, Soja, Cultivos",Suelos agrícolas / Ácidos,No reportado,esporas solitarias en el suelo germinacion por tubo germinativo que atraviesa la pared de la espora,germinacion directa a traves de la pared de la espora,125.0,180.0,152.5,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['amarillo', 'naranja', 'marron']",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['cilindrica'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosa subglobosa,cafe oscuro a negra subhialina a hialina,2.0,hifa suspensora ancha base m ocluida por engrosamiento de capa interna,negativo,suave y resistente en esporas maduras,Glomus ambisporum,Glomus,Glomeraceae,No reportada,"Helechos, Pastos",Bosques templados / Termales,No reportada,esporas con dos fenotipos una oscura en esporocarpos y otra hialina en raices o tejidos muertos,formacion de esporas con superficie reticulada produce esporocarpos de gran tamano hasta x x mm,54.0,197.0,125.5,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['marron', 'negro', 'hialino']",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': ['suave'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosa subglobosa ovoides irregulares,amarillas a cafes,3.0,oclusion por septo derivado del engrosamiento de la pared interna,negativo,suave y resistente,Glomus antarcticum,Glomus,Glomeraceae,Argentina,"Musgos, Deschampsia",Suelos polares / Tundra,No reportada,asociado a rizosfera de deschampsia antarctica forma esporocarpos sin peridium,ausencia de peridium comparacion con gl fuegianum y gl fasciculatum por tamano y forma,50.0,70.0,60.0,globosa,"['irregular', 'ovoide', 'subglobosa', 'globosa']",0,0,0,0,1,1,0,1,0,0,1,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': ['con_septo'], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': ['suave'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosa subglobosa,hialinas a amarillo palido,1.0,oclusion por septo bajo la hifa suspensora,negativo,suave y delgada,Glomus arborense,Glomus,Glomeraceae,Australia,Árboles maderables,Bosques húmedos,No reportada,forma esporocarpos hipogeos solitarios o en fuertes masas hifales que envuelven raices,diferencia con gl pallidum en esporocarpos grosor de pared y hifa suspensora y frecuencia de septo,24.0,55.0,39.5,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['hialino', 'amarillo']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': ['con_septo'], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': ['delgada', 'suave'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosa subglobosa ovoide,anaranjado a ocre natural,3.0,oclusion por septo continuo con la capa interna,negativo,suave y laminada,Glomus arenarium,Glomus,Glomeraceae,Polonia,Vegetación costera,Dunas marítimas,Varias zonas costeras,asociada con micorrizas vesiculo arbusculares en varias plantas de habitats arenosos,diferencia con gl etunicatum en estructura de pared reaccion a melzer y persistencia de hifa suspensora,55.0,120.0,87.5,globosa,"['ovoide', 'subglobosa', 'globosa']",0,0,0,0,1,0,0,1,0,0,1,0,"['naranja', 'ocre']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"{'estructura': [], 'forma': [], 'septo': ['septo_continuo', 'con_septo'], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['suave'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosa subglobosa,cafe oscuro,2.0,oclusion por expansion de capa interna en la base de esporas maduras,negativo,fragil y laminada,Glomus atrouva,Glomus,Glomeraceae,Australia,"Vid, Frutales",Viñedos / Frutales,No reportada,forma esporocarpos con mas de esporas en una gleba similar a un racimo de uvas asociada a ratus sp,se diferencia de g australe y g macrocarpum por el desarrollo y coloracion de las capas de la espora,100.0,200.0,150.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,['marron'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['fragil'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ovoides raramente globosas,anaranjado claro a anaranjado,2.0,poro frecuentemente encerrado por un septo curvado continuo con la capa laminada interna de la pared de la espora,positivo,laminada y evanescente,Glomus aureum,Glomus,Glomeraceae,"Suiza, Alemania, Francia, Italia","Trébol, Pastos",Praderas cultivadas,No reportada,forma esporocarpos compactos sin peridium con pequenas esporas coloreadas de bi capa,se diferencia de especies como gl pallidum y gl proliferum por la reaccion de la capa externa en melzer,36.0,65.0,50.5,globosa,"['ovoide', 'globosa']",0,0,0,0,1,0,0,1,0,0,0,0,['naranja'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"{'estructura': [], 'forma': ['curvada'], 'septo': ['septo_curvado'], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['evanescente'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
globosas,hialina a amarillo palido cafe oscura,2.0,poro abierto en la hifa suspensora cerrado al engrosar la pared de la hifa,negativo,laminada y de grosor variable,Glomus australe,Glomus,Glomeraceae,Australia,"Eucalipto, Acacia",Bosques y Matorrales,No reportada,esporas se agrupan en esporocarpos reniformes epigeos con peridium de hifas entretejidas y ramificadas en angulo recto,las esporas estan situadas al exterior en esporocarpos que presentean paredes gruesas y capas internas oscuras,120.0,180.0,150.0,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,"['hialino', 'amarillo', 'marron']",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': [], 'poro': ['poro_abierto'], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
